brand,oem,catalog_products,compatible_printers,oem_search_signal,printer_search_signal_dedup,market_demand_estimate,market_data_confidence,competition_index_avg,bid_low_avg_eur,bid_high_avg_eur,initial_state,top_google_signals
HP,W1420A,4,6,30.0,114.5,122.0,HIGH,100.0,0.34,1.29,PONECHAŤ,HP LaserJet M110w toner: 90 | HP LaserJet MFP M140w toner: 70 | HP W1420A: 30 | W1420A: 30 | W1420A toner: 20
Canon,CRG-045HM,3,7,0.0,27.5,27.5,HIGH,92.0,,,PONECHAŤ,Canon LBP611Cn toner: 10 | LBP611Cn toner: 10 | Canon LBP612Cdw toner: 10 | Canon LBP613Cdw toner: 10 | LBP613Cdw toner: 10
Canon,CRG-045HY,3,7,0.0,27.5,27.5,HIGH,92.0,,,PONECHAŤ,Canon LBP611Cn toner: 10 | LBP611Cn toner: 10 | Canon LBP612Cdw toner: 10 | Canon LBP613Cdw toner: 10 | LBP613Cdw toner: 10
Canon,CRG-045M,3,7,0.0,27.5,27.5,HIGH,92.0,,,PONECHAŤ,Canon LBP611Cn toner: 10 | LBP611Cn toner: 10 | Canon LBP612Cdw toner: 10 | Canon LBP613Cdw toner: 10 | LBP613Cdw toner: 10
Canon,CRG-045Y,3,7,0.0,27.5,27.5,HIGH,92.0,,,PONECHAŤ,Canon LBP611Cn toner: 10 | LBP611Cn toner: 10 | Canon LBP612Cdw toner: 10 | Canon LBP613Cdw toner: 10 | LBP613Cdw toner: 10
Canon,CRG-047,3,8,0.0,27.5,27.5,HIGH,,,,PONECHAŤ,Canon LBP113W toner: 10 | Canon LBP113W toner: 10 | LBP113W toner: 10 | MF112 toner: 10 | Canon MF113W toner: 10
Canon,CRG-071H,2,7,0.0,27.5,27.5,HIGH,100.0,,,PONECHAŤ,Canon LBP122DW toner: 10 | Canon LBP122DW toner: 10 | LBP122DW toner: 10 | Canon MF272DW toner: 10 | Canon MF272DW toner: 10
Canon,PGI-5/CLI,1,13,0.0,27.5,27.5,HIGH,14.0,,,PONECHAŤ,Canon PIXMA MP500 toner: 10 | Canon MP500 toner: 10 | Canon MP510 toner: 10 | toner Canon PIXMA MP520: 10 | Canon MP520 toner: 10
Canon,CRG-069HBK,1,6,0.0,27.5,27.5,HIGH,96.0,0.39,3.65,PONECHAŤ,Canon LBP673CDW toner: 10 | Canon LBP673CDW toner: 10 | LBP673CDW toner: 10 | Canon MF752CDW toner: 10 | Canon MF752CDW toner: 10
HP,CF217XXL,1,6,0.0,27.5,27.5,HIGH,99.1,0.39,1.71,PONECHAŤ,HP LaserJet Pro M102a toner: 10 | HP M102a toner: 10 | M102a toner: 10 | HP LaserJet Pro M102w toner: 10 | toner HP LaserJet Pro M102w: 10
HP,W1335A,1,8,10.0,24.0,26.5,HIGH,100.0,0.24,1.1,PONECHAŤ,HP W1335A: 10 | W1335A: 10 | M438DN toner: 10 | HP LaserJet MFP M438N toner: 10 | HP M438N toner: 10
HP,W1335X,2,12,10.0,24.0,26.5,HIGH,100.0,0.24,1.1,PONECHAŤ,HP W1335X: 10 | W1335X: 10 | W1335X toner: 10 | HP W1335X toner: 10 | M438DN toner: 10
HP,CE255A,4,17,10.0,24.0,26.5,HIGH,89.5,,,PONECHAŤ,HP CE255A: 10 | CE255A: 10 | CE255A toner: 10 | HP CE255A toner: 10 | HP P3015 toner: 10
HP,CE255X,4,17,10.0,24.0,26.5,HIGH,93.0,0.37,2.07,PONECHAŤ,HP CE255X: 10 | CE255X: 10 | CE255X toner: 10 | HP CE255X toner: 10 | HP P3015 toner: 10
HP,CE278A,4,7,10.0,24.0,26.5,HIGH,100.0,0.58,1.64,PONECHAŤ,HP CE278A: 10 | CE278A: 10 | CE278A toner: 10 | HP CE278A toner: 10 | HP M1530 toner: 10
HP,CE278X,1,7,10.0,24.0,26.5,HIGH,100.0,,,PONECHAŤ,HP CE278X: 10 | CE278X: 10 | CE278X toner: 10 | HP M1530 toner: 10 | M1530 toner: 10
HP,CE505A,4,6,10.0,24.0,26.5,HIGH,94.2,0.17,0.93,PONECHAŤ,HP CE505A: 10 | CE505A: 10 | CE505A toner: 10 | HP CE505A toner: 10 | HP LaserJet P2035 toner: 10
HP,CF230A,4,5,10.0,24.0,26.5,HIGH,98.2,0.31,1.91,PONECHAŤ,HP CF230A: 10 | CF230A: 10 | CF230A toner: 10 | HP CF230A toner: 10 | HP LaserJet Pro M203dn toner: 10
HP,CF530A,4,13,10.0,24.0,26.5,HIGH,100.0,,,PONECHAŤ,HP CF530A: 10 | CF530A: 10 | CF530A toner: 10 | HP M180 toner: 10 | HP Color LaserJet Pro M180N toner: 10
HP,CF531A,4,13,10.0,24.0,26.5,HIGH,100.0,,,PONECHAŤ,HP CF531A: 10 | CF531A: 10 | CF531A toner: 10 | HP M180 toner: 10 | HP Color LaserJet Pro M180N toner: 10
HP,CF540A,4,5,10.0,24.0,26.5,HIGH,100.0,0.39,2.6,PONECHAŤ,HP CF540A: 10 | CF540A: 10 | CF540A toner: 10 | HP CF540A toner: 10 | HP Color LaserJet Pro M254dw toner: 10
HP,CF540X,4,5,10.0,24.0,26.5,HIGH,100.0,0.66,2.48,PONECHAŤ,HP CF540X: 10 | CF540X: 10 | CF540X toner: 10 | HP CF540X toner: 10 | HP Color LaserJet Pro M254dw toner: 10
HP,CF541A,4,5,10.0,24.0,26.5,HIGH,100.0,,,PONECHAŤ,HP CF541A: 10 | CF541A: 10 | CF541A toner: 10 | HP CF541A toner: 10 | HP Color LaserJet Pro M254dw toner: 10
HP,CF541X,4,5,10.0,24.0,26.5,HIGH,100.0,,,PONECHAŤ,HP CF541X: 10 | CF541X: 10 | CF541X toner: 10 | HP Color LaserJet Pro M254dw toner: 10 | toner HP Color LaserJet Pro M254dw: 10
HP,CF542A,4,5,10.0,24.0,26.5,HIGH,100.0,,,PONECHAŤ,HP CF542A: 10 | CF542A: 10 | CF542A toner: 10 | HP CF542A toner: 10 | HP Color LaserJet Pro M254dw toner: 10
HP,CF542X,4,5,10.0,24.0,26.5,HIGH,100.0,,,PONECHAŤ,HP CF542X: 10 | CF542X: 10 | CF542X toner: 10 | HP Color LaserJet Pro M254dw toner: 10 | toner HP Color LaserJet Pro M254dw: 10
HP,CF543A,4,5,10.0,24.0,26.5,HIGH,100.0,,,PONECHAŤ,HP CF543A: 10 | CF543A: 10 | CF543A toner: 10 | HP Color LaserJet Pro M254dw toner: 10 | toner HP Color LaserJet Pro M254dw: 10
HP,CF543X,4,5,10.0,24.0,26.5,HIGH,100.0,,,PONECHAŤ,HP CF543X: 10 | CF543X: 10 | CF543X toner: 10 | HP Color LaserJet Pro M254dw toner: 10 | toner HP Color LaserJet Pro M254dw: 10
HP,Q5949X,4,6,10.0,24.0,26.5,HIGH,95.5,0.16,0.8,PONECHAŤ,HP Q5949X: 10 | Q5949X: 10 | Q5949X toner: 10 | HP Q5949X toner: 10 | HP LaserJet 1320 toner: 10
HP,W1390A,4,8,10.0,24.0,26.5,HIGH,97.3,0.91,2.06,PONECHAŤ,HP W1390A: 10 | W1390A: 10 | W1390A toner: 10 | HP LaserJet Pro 3002DN toner: 10 | toner HP LaserJet Pro 3002DN: 10
HP,W1390X,3,8,10.0,24.0,26.5,HIGH,97.1,0.75,1.67,PONECHAŤ,HP W1390X: 10 | W1390X: 10 | W1390X toner: 10 | HP LaserJet Pro 3002DN toner: 10 | toner HP LaserJet Pro 3002DN: 10
HP,W1490A,3,5,10.0,24.0,26.5,HIGH,94.7,0.42,1.5,PONECHAŤ,HP W1490A: 10 | W1490A: 10 | W1490A toner: 10 | HP W1490A toner: 10 | HP LaserJet Pro 4002DN toner: 10
HP,W2120X,3,7,10.0,24.0,26.5,HIGH,100.0,,,PONECHAŤ,HP W2120X: 10 | W2120X: 10 | W2120X toner: 10 | HP M578 toner: 10 | HP M554 toner: 10
HP,W2121X,3,7,10.0,24.0,26.5,HIGH,100.0,,,PONECHAŤ,HP W2121X: 10 | W2121X: 10 | HP M578 toner: 10 | HP M554 toner: 10 | M554 toner: 10
HP,W2122X,3,7,10.0,24.0,26.5,HIGH,100.0,,,PONECHAŤ,HP W2122X: 10 | W2122X: 10 | HP M578 toner: 10 | HP M554 toner: 10 | M554 toner: 10
HP,W2123X,3,7,10.0,24.0,26.5,HIGH,100.0,,,PONECHAŤ,HP W2123X: 10 | W2123X: 10 | HP M578 toner: 10 | HP M554 toner: 10 | M554 toner: 10
HP,CE278AD,1,7,10.0,24.0,26.5,HIGH,100.0,,,PONECHAŤ,HP CE278AD: 10 | CE278AD: 10 | CE278AD toner: 10 | HP M1530 toner: 10 | M1530 toner: 10
HP,CE505D,1,6,10.0,24.0,26.5,HIGH,92.8,0.17,0.93,PONECHAŤ,CE505D: 10 | HP LaserJet P2035 toner: 10 | HP P2035 toner: 10 | P2035 toner: 10 | HP LaserJet P2050 toner: 10
Brother,TN-2590XL,4,24,0.0,24.0,24.0,HIGH,94.8,0.34,0.66,PONECHAŤ,L2442DW toner: 10 | L2460DN toner: 10 | Brother L2622DW toner: 10 | Brother L2622DW toner: 10 | L2622DW toner: 10
Canon,CRG-055H,4,5,0.0,24.0,24.0,HIGH,100.0,0.39,2.04,PONECHAŤ,Canon LBP663Cdw toner: 10 | LBP663Cdw toner: 10 | LBP664Cx toner: 10 | Canon MF742Cdw toner: 10 | MF742Cdw toner: 10
Canon,CRG-070H,2,5,0.0,24.0,24.0,HIGH,97.3,0.39,3.63,PONECHAŤ,Canon LBP243DW toner: 10 | LBP243DW toner: 10 | Canon LBP246DW toner: 10 | LBP246DW toner: 10 | Canon MF461DW toner: 10
Canon,CRG-716,4,5,0.0,24.0,24.0,HIGH,,,,PONECHAŤ,Canon LBP5050 toner: 10 | LBP5050 toner: 10 | Canon MF8030CN toner: 10 | MF8030CN toner: 10 | Canon MF8040CN toner: 10
Canon,CRG-731,5,5,0.0,24.0,24.0,HIGH,78.5,,,PONECHAŤ,Canon LBP7100CN toner: 10 | LBP7100CN toner: 10 | Canon LBP7110CW toner: 10 | LBP7110CW toner: 10 | Canon MF623CN toner: 10
Canon,CRG-055BK,2,5,0.0,24.0,24.0,HIGH,100.0,0.39,2.04,PONECHAŤ,Canon LBP663Cdw toner: 10 | LBP663Cdw toner: 10 | LBP664Cx toner: 10 | Canon MF742Cdw toner: 10 | MF742Cdw toner: 10
Canon,CRG-055C,1,5,0.0,24.0,24.0,HIGH,100.0,0.39,2.04,PONECHAŤ,Canon LBP663Cdw toner: 10 | LBP663Cdw toner: 10 | LBP664Cx toner: 10 | Canon MF742Cdw toner: 10 | MF742Cdw toner: 10
Canon,CRG-055HBK,2,5,0.0,24.0,24.0,HIGH,100.0,0.39,2.04,PONECHAŤ,Canon LBP663Cdw toner: 10 | LBP663Cdw toner: 10 | LBP664Cx toner: 10 | Canon MF742Cdw toner: 10 | MF742Cdw toner: 10
Canon,CRG-055HC,2,5,0.0,24.0,24.0,HIGH,100.0,0.39,2.04,PONECHAŤ,Canon LBP663Cdw toner: 10 | LBP663Cdw toner: 10 | LBP664Cx toner: 10 | Canon MF742Cdw toner: 10 | MF742Cdw toner: 10
Canon,CRG-055HM,2,5,0.0,24.0,24.0,HIGH,100.0,0.39,2.04,PONECHAŤ,Canon LBP663Cdw toner: 10 | LBP663Cdw toner: 10 | LBP664Cx toner: 10 | Canon MF742Cdw toner: 10 | MF742Cdw toner: 10
Canon,CRG-055HY,2,5,0.0,24.0,24.0,HIGH,100.0,0.39,2.04,PONECHAŤ,Canon LBP663Cdw toner: 10 | LBP663Cdw toner: 10 | LBP664Cx toner: 10 | Canon MF742Cdw toner: 10 | MF742Cdw toner: 10
Canon,CRG-055M,2,5,0.0,24.0,24.0,HIGH,100.0,0.39,2.04,PONECHAŤ,Canon LBP663Cdw toner: 10 | LBP663Cdw toner: 10 | LBP664Cx toner: 10 | Canon MF742Cdw toner: 10 | MF742Cdw toner: 10
Canon,CRG-055Y,2,5,0.0,24.0,24.0,HIGH,100.0,0.39,2.04,PONECHAŤ,Canon LBP663Cdw toner: 10 | LBP663Cdw toner: 10 | LBP664Cx toner: 10 | Canon MF742Cdw toner: 10 | MF742Cdw toner: 10
Canon,CRG-070,1,5,0.0,24.0,24.0,HIGH,97.3,0.39,3.63,PONECHAŤ,Canon LBP243DW toner: 10 | LBP243DW toner: 10 | Canon LBP246DW toner: 10 | LBP246DW toner: 10 | Canon MF461DW toner: 10
Canon,CRG-731BK,1,6,0.0,24.0,24.0,HIGH,85.7,,,PONECHAŤ,Canon LBP7100CN toner: 10 | Canon LBP7100CN toner: 10 | LBP7100CN toner: 10 | Canon LBP7110CW toner: 10 | Canon LBP7110CW toner: 10
Canon,CRG-056,2,8,0.0,24.0,24.0,HIGH,86.0,,,PONECHAŤ,Canon LBP325X toner: 10 | LBP325X toner: 10 | Canon MF542X toner: 10 | MF542X toner: 10 | Canon MF543X toner: 10
Canon,CRG-056L,2,8,0.0,24.0,24.0,HIGH,86.0,,,PONECHAŤ,Canon LBP325X toner: 10 | LBP325X toner: 10 | Canon MF542X toner: 10 | MF542X toner: 10 | Canon MF543X toner: 10
Canon,CRG-055,1,5,0.0,24.0,24.0,HIGH,100.0,0.39,2.04,PONECHAŤ,Canon LBP663Cdw toner: 10 | LBP663Cdw toner: 10 | LBP664Cx toner: 10 | Canon MF742Cdw toner: 10 | MF742Cdw toner: 10
Epson,C13T08924011,1,8,10.0,20.5,23.0,HIGH,100.0,,,PONECHAŤ,Epson C13T08924011: 10 | Epson Stylus SX100 toner: 10 | Epson SX100 toner: 10 | Epson Stylus SX105 toner: 10 | Epson SX105 toner: 10
Epson,C13T08944011,1,8,10.0,20.5,23.0,HIGH,100.0,,,PONECHAŤ,Epson C13T08944011: 10 | C13T08944011: 10 | Epson Stylus SX100 toner: 10 | Epson SX100 toner: 10 | Epson Stylus SX105 toner: 10
HP,CE310A,4,6,10.0,20.5,23.0,HIGH,100.0,0.41,1.44,PONECHAŤ,HP CE310A: 10 | CE310A: 10 | CE310A toner: 10 | HP CE310A toner: 10 | toner HP Color LaserJet Pro CP1025: 10
HP,CE312A,4,6,10.0,20.5,23.0,HIGH,100.0,0.41,1.44,PONECHAŤ,HP CE312A: 10 | CE312A: 10 | CE312A toner: 10 | HP CE312A toner: 10 | toner HP Color LaserJet Pro CP1025: 10
HP,CE313A,4,6,10.0,20.5,23.0,HIGH,100.0,0.41,1.44,PONECHAŤ,HP CE313A: 10 | CE313A: 10 | CE313A toner: 10 | HP CE313A toner: 10 | toner HP Color LaserJet Pro CP1025: 10
HP,CE400X,5,15,10.0,20.5,23.0,HIGH,92.9,,,PONECHAŤ,HP CE400X: 10 | CE400X: 10 | CE400X toner: 10 | HP CE400X toner: 10 | HP LaserJet Enterprise 500 Color M551 toner: 10
HP,CE401A,5,15,10.0,20.5,23.0,HIGH,85.8,,,PONECHAŤ,HP CE401A: 10 | CE401A: 10 | CE401A toner: 10 | HP CE401A toner: 10 | HP LaserJet Enterprise 500 Color M551 toner: 10
HP,CE402A,5,15,10.0,20.5,23.0,HIGH,85.8,,,PONECHAŤ,HP CE402A: 10 | CE402A: 10 | HP CE402A toner: 10 | HP LaserJet Enterprise 500 Color M551 toner: 10 | toner HP LaserJet Enterprise 500 Color M551: 10
HP,CE403A,5,15,10.0,20.5,23.0,HIGH,88.6,,,PONECHAŤ,HP CE403A: 10 | CE403A: 10 | CE403A toner: 10 | HP LaserJet Enterprise 500 Color M551 toner: 10 | toner HP LaserJet Enterprise 500 Color M551: 10
HP,CE505X,4,4,10.0,20.5,23.0,HIGH,94.2,0.23,1.06,PONECHAŤ,HP CE505X: 10 | CE505X: 10 | CE505X toner: 10 | HP CE505X toner: 10 | HP LaserJet P2050 toner: 10
HP,CF210X,4,6,10.0,20.5,23.0,HIGH,100.0,,,PONECHAŤ,HP CF210X: 10 | CF210X: 10 | CF210X toner: 10 | HP CF210X toner: 10 | HP LaserJet Pro 200 Color M251n toner: 10
HP,CF211A,5,6,10.0,20.5,23.0,HIGH,100.0,,,PONECHAŤ,HP CF211A: 10 | CF211A: 10 | CF211A toner: 10 | HP CF211A toner: 10 | HP LaserJet Pro 200 Color M251n toner: 10
HP,CF212A,5,6,10.0,20.5,23.0,HIGH,100.0,,,PONECHAŤ,HP CF212A: 10 | CF212A: 10 | CF212A toner: 10 | HP CF212A toner: 10 | HP LaserJet Pro 200 Color M251n toner: 10
HP,CF213A,4,6,10.0,20.5,23.0,HIGH,100.0,,,PONECHAŤ,HP CF213A: 10 | CF213A: 10 | CF213A toner: 10 | HP CF213A toner: 10 | HP LaserJet Pro 200 Color M251n toner: 10
HP,CF279A,4,4,10.0,20.5,23.0,HIGH,97.9,0.47,1.47,PONECHAŤ,HP CF279A: 10 | CF279A: 10 | CF279A toner: 10 | HP CF279A toner: 10 | HP LaserJet Pro M12A toner: 10
HP,CF279X,1,4,10.0,20.5,23.0,HIGH,97.2,0.47,1.48,PONECHAŤ,HP CF279X: 10 | CF279X: 10 | CF279X toner: 10 | HP LaserJet Pro M12A toner: 10 | toner HP LaserJet Pro M12A: 10
HP,CF280A,4,10,10.0,20.5,23.0,HIGH,97.7,,,PONECHAŤ,HP CF280A: 10 | CF280A: 10 | CF280A toner: 10 | HP CF280A toner: 10 | HP M425 toner: 10
HP,CF283X,4,4,10.0,20.5,23.0,HIGH,97.0,0.65,1.66,PONECHAŤ,HP CF283X: 10 | CF283X: 10 | CF283X toner: 10 | HP CF283X toner: 10 | HP LaserJet Pro M201dw toner: 10
HP,CF533A,4,13,10.0,20.5,23.0,HIGH,100.0,,,PONECHAŤ,HP CF533A: 10 | CF533A: 10 | CF533A toner: 10 | HP M180 toner: 10 | HP Color LaserJet Pro M180N toner: 10
HP,W2410A,3,6,10.0,20.5,23.0,HIGH,100.0,,,PONECHAŤ,HP W2410A: 10 | W2410A: 10 | W2410A toner: 10 | HP W2410A toner: 10 | HP M182 toner: 10
HP,W2411A,3,6,10.0,20.5,23.0,HIGH,100.0,,,PONECHAŤ,HP W2411A: 10 | W2411A: 10 | W2411A toner: 10 | HP M182 toner: 10 | M182 toner: 10
HP,W2412A,3,6,10.0,20.5,23.0,HIGH,100.0,,,PONECHAŤ,W2412A: 10 | HP M182 toner: 10 | M182 toner: 10 | HP M183 toner: 10 | M183 toner: 10
HP,W2413A,3,6,10.0,20.5,23.0,HIGH,100.0,,,PONECHAŤ,W2413A: 10 | HP M182 toner: 10 | M182 toner: 10 | HP M183 toner: 10 | M183 toner: 10
HP,CF210A,3,6,10.0,20.5,23.0,HIGH,100.0,,,PONECHAŤ,HP CF210A: 10 | CF210A: 10 | CF210A toner: 10 | HP CF210A toner: 10 | HP LaserJet Pro 200 Color M251n toner: 10
HP,CF341A,1,4,10.0,20.5,23.0,HIGH,100.0,0.41,1.44,PONECHAŤ,CF341A: 10 | toner HP Color LaserJet Pro CP1025: 10 | HP CP1025 toner: 10 | CP1025 toner: 10 | HP CP1025nw toner: 10
HP,CF373AM,1,5,10.0,20.5,23.0,HIGH,100.0,0.41,2.85,PONECHAŤ,HP CF373AM: 10 | CF373AM: 10 | HP Color LaserJet CM1312 MFP toner: 10 | toner HP Color LaserJet CM1312 MFP: 10 | HP Color LaserJet CM1312nfi MFP toner: 10
HP,CE505XD,1,4,10.0,20.5,23.0,HIGH,91.7,0.17,0.53,PONECHAŤ,CE505XD: 10 | HP LaserJet P2050 toner: 10 | toner HP LaserJet P2050: 10 | HP LaserJet P2055 toner: 10 | HP P2055 toner: 10
HP,CF283XD,1,4,10.0,20.5,23.0,HIGH,94.8,1.0,2.25,PONECHAŤ,CF283XD: 10 | HP LaserJet Pro M201dw toner: 10 | HP M201dw toner: 10 | M201dw toner: 10 | HP LaserJet Pro M201n toner: 10
HP,W2120A,3,4,10.0,20.5,23.0,HIGH,100.0,,,PONECHAŤ,W2120A: 10 | W2120A toner: 10 | HP W2120A toner: 10 | HP M578 toner: 10 | HP M554 toner: 10
HP,W2121A,3,4,10.0,20.5,23.0,HIGH,100.0,,,PONECHAŤ,W2121A: 10 | HP M578 toner: 10 | HP M554 toner: 10 | M554 toner: 10 | HP M555 toner: 10
HP,W2122A,3,4,10.0,20.5,23.0,HIGH,100.0,,,PONECHAŤ,W2122A: 10 | HP M578 toner: 10 | HP M554 toner: 10 | M554 toner: 10 | HP M555 toner: 10
HP,W2123A,3,4,10.0,20.5,23.0,HIGH,100.0,,,PONECHAŤ,W2123A: 10 | HP M578 toner: 10 | HP M554 toner: 10 | M554 toner: 10 | HP M555 toner: 10
Brother,TN-2220,4,15,0.0,20.5,20.5,HIGH,100.0,,,PONECHAŤ,Brother FAX 2845 toner: 10 | toner Brother FAX 2845: 10 | Brother HL 2240 toner: 10 | Brother 2240 toner: 10 | Brother HL 2240D toner: 10
Brother,TN-2210,2,15,0.0,20.5,20.5,HIGH,100.0,,,PONECHAŤ,Brother FAX 2845 toner: 10 | toner Brother FAX 2845: 10 | Brother HL 2240 toner: 10 | Brother 2240 toner: 10 | Brother HL 2240D toner: 10
Canon,CLI-571XLGY,1,15,0.0,20.5,20.5,HIGH,100.0,0.25,0.8,PONECHAŤ,Canon PIXMA MG5750 toner: 10 | toner Canon PIXMA MG5750: 10 | Canon MG5750 toner: 10 | MG5750 toner: 10 | Canon PIXMA MG5751 toner: 10
Canon,CRG-046,4,5,0.0,20.5,20.5,HIGH,93.0,,,PONECHAŤ,LBP654CX toner: 10 | Canon MF732CDW toner: 10 | MF732CDW toner: 10 | Canon MF734CDW toner: 10 | MF734CDW toner: 10
Canon,CRG-046H,4,5,0.0,20.5,20.5,HIGH,93.0,,,PONECHAŤ,LBP654CX toner: 10 | Canon MF732CDW toner: 10 | MF732CDW toner: 10 | Canon MF734CDW toner: 10 | MF734CDW toner: 10
Canon,CRG-051,2,4,0.0,20.5,20.5,HIGH,100.0,0.14,0.78,PONECHAŤ,Canon LBP162DW toner: 10 | LBP162DW toner: 10 | Canon MF264DW toner: 10 | MF264DW toner: 10 | Canon MF267DW toner: 10
Canon,CRG-075,8,4,0.0,20.5,20.5,HIGH,100.0,0.32,1.04,PONECHAŤ,Canon LBP646Cdw toner: 10 | LBP646Cdw toner: 10 | Canon LBP647Cdw toner: 10 | LBP647Cdw toner: 10 | Canon MF664Cdw toner: 10
Canon,CRG-075H,8,4,0.0,20.5,20.5,HIGH,100.0,0.32,1.04,PONECHAŤ,Canon LBP646Cdw toner: 10 | LBP646Cdw toner: 10 | Canon LBP647Cdw toner: 10 | LBP647Cdw toner: 10 | Canon MF664Cdw toner: 10
Canon,CRG-703,3,4,0.0,20.5,20.5,HIGH,100.0,0.07,1.16,PONECHAŤ,Canon LBP2900 toner: 10 | Canon LBP2900 toner: 10 | LBP2900 toner: 10 | Canon LBP3000 toner: 10 | Canon LBP3000 toner: 10
Canon,CRG-712,3,4,0.0,20.5,20.5,HIGH,100.0,,,PONECHAŤ,Canon LBP3010 toner: 10 | Canon LBP3010 toner: 10 | LBP3010 toner: 10 | LBP3100 toner: 10 | Canon LBP3010 toner: 10
Canon,CRG-715,2,4,0.0,20.5,20.5,HIGH,,,,PONECHAŤ,Canon LBP3310 toner: 10 | Canon LBP3310 toner: 10 | LBP3310 toner: 10 | Canon LBP3370 toner: 10 | Canon LBP3370 toner: 10
Canon,CRG-715H,2,4,0.0,20.5,20.5,HIGH,,,,PONECHAŤ,Canon LBP3310 toner: 10 | Canon LBP3310 toner: 10 | LBP3310 toner: 10 | Canon LBP3370 toner: 10 | Canon LBP3370 toner: 10
Canon,CRG-724,2,8,0.0,20.5,20.5,HIGH,,,,PONECHAŤ,Canon LBP6750DN toner: 10 | Canon LBP6750DN toner: 10 | LBP6780X toner: 10 | Canon LBP6750DN toner: 10 | LBP6780X toner: 10
Canon,CRG-724H,3,5,0.0,20.5,20.5,HIGH,,,,PONECHAŤ,Canon LBP6750DN toner: 10 | Canon LBP6750DN toner: 10 | LBP6780X toner: 10 | Canon LBP6750DN toner: 10 | LBP6780X toner: 10
Canon,PGI-1500XLBK,1,4,0.0,20.5,20.5,HIGH,100.0,0.17,0.66,PONECHAŤ,Canon MB2050 toner: 10 | Canon MAXIFY MB2150 toner: 10 | toner Canon MAXIFY MB2150: 10 | Canon MB2150 toner: 10 | toner Canon MAXIFY MB2350: 10
Canon,PGI-1500XLC,1,4,0.0,20.5,20.5,HIGH,100.0,0.17,0.66,PONECHAŤ,Canon MB2050 toner: 10 | Canon MAXIFY MB2150 toner: 10 | toner Canon MAXIFY MB2150: 10 | Canon MB2150 toner: 10 | toner Canon MAXIFY MB2350: 10
Canon,PGI-1500XLM,1,4,0.0,20.5,20.5,HIGH,100.0,0.17,0.66,PONECHAŤ,Canon MB2050 toner: 10 | Canon MAXIFY MB2150 toner: 10 | toner Canon MAXIFY MB2150: 10 | Canon MB2150 toner: 10 | toner Canon MAXIFY MB2350: 10
Canon,PGI-1500XLY,1,4,0.0,20.5,20.5,HIGH,100.0,0.17,0.66,PONECHAŤ,Canon MB2050 toner: 10 | Canon MAXIFY MB2150 toner: 10 | toner Canon MAXIFY MB2150: 10 | Canon MB2150 toner: 10 | toner Canon MAXIFY MB2350: 10
Canon,CLI-571GY,2,15,0.0,20.5,20.5,HIGH,100.0,0.25,0.8,PONECHAŤ,Canon PIXMA MG5750 toner: 10 | toner Canon PIXMA MG5750: 10 | Canon MG5750 toner: 10 | MG5750 toner: 10 | Canon PIXMA MG5751 toner: 10
Canon,PGI-1500,2,4,0.0,20.5,20.5,HIGH,100.0,0.17,0.66,PONECHAŤ,Canon MB2050 toner: 10 | Canon MAXIFY MB2150 toner: 10 | toner Canon MAXIFY MB2150: 10 | Canon MB2150 toner: 10 | toner Canon MAXIFY MB2350: 10
Canon,PGI-1500BK,1,4,0.0,20.5,20.5,HIGH,100.0,0.17,0.66,PONECHAŤ,Canon MB2050 toner: 10 | Canon MAXIFY MB2150 toner: 10 | toner Canon MAXIFY MB2150: 10 | Canon MB2150 toner: 10 | toner Canon MAXIFY MB2350: 10
Canon,PGI-1500C,1,4,0.0,20.5,20.5,HIGH,100.0,0.17,0.66,PONECHAŤ,Canon MB2050 toner: 10 | Canon MAXIFY MB2150 toner: 10 | toner Canon MAXIFY MB2150: 10 | Canon MB2150 toner: 10 | toner Canon MAXIFY MB2350: 10
Canon,PGI-1500M,1,4,0.0,20.5,20.5,HIGH,100.0,0.17,0.66,PONECHAŤ,Canon MB2050 toner: 10 | Canon MAXIFY MB2150 toner: 10 | toner Canon MAXIFY MB2150: 10 | Canon MB2150 toner: 10 | toner Canon MAXIFY MB2350: 10
Canon,PGI-1500Y,1,4,0.0,20.5,20.5,HIGH,100.0,0.17,0.66,PONECHAŤ,Canon MB2050 toner: 10 | Canon MAXIFY MB2150 toner: 10 | toner Canon MAXIFY MB2150: 10 | Canon MB2150 toner: 10 | toner Canon MAXIFY MB2350: 10
Canon,CRG-729BK,2,4,0.0,20.5,20.5,HIGH,100.0,,,PONECHAŤ,Canon LBP7010C toner: 10 | Canon LBP7010C toner: 10 | LBP7010C toner: 10 | Canon LBP7018C toner: 10 | Canon LBP7018C toner: 10
Canon,CRG-729C,2,4,0.0,20.5,20.5,HIGH,100.0,,,PONECHAŤ,Canon LBP7010C toner: 10 | Canon LBP7010C toner: 10 | LBP7010C toner: 10 | Canon LBP7018C toner: 10 | Canon LBP7018C toner: 10
Canon,CRG-729M,2,4,0.0,20.5,20.5,HIGH,100.0,,,PONECHAŤ,Canon LBP7010C toner: 10 | Canon LBP7010C toner: 10 | LBP7010C toner: 10 | Canon LBP7018C toner: 10 | Canon LBP7018C toner: 10
Canon,CRG-729Y,2,4,0.0,20.5,20.5,HIGH,100.0,,,PONECHAŤ,Canon LBP7010C toner: 10 | Canon LBP7010C toner: 10 | LBP7010C toner: 10 | Canon LBP7018C toner: 10 | Canon LBP7018C toner: 10
